id,im_path,label_path,labels
1623370483-400342824,./sample/images\1623370483-400342824.png,./sample/labels\1623370483-400342824.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370487-755815747,./sample/images\1623370487-755815747.png,./sample/labels\1623370487-755815747.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370489-765419840,./sample/images\1623370489-765419840.png,./sample/labels\1623370489-765419840.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370494-188161820,./sample/images\1623370494-188161820.png,./sample/labels\1623370494-188161820.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370499-480522421,./sample/images\1623370499-480522421.png,./sample/labels\1623370499-480522421.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370505-780336399,./sample/images\1623370505-780336399.png,./sample/labels\1623370505-780336399.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370507-521213401,./sample/images\1623370507-521213401.png,./sample/labels\1623370507-521213401.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370515-226917051,./sample/images\1623370515-226917051.png,./sample/labels\1623370515-226917051.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370519-178648201,./sample/images\1623370519-178648201.png,./sample/labels\1623370519-178648201.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370528-826680615,./sample/images\1623370528-826680615.png,./sample/labels\1623370528-826680615.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370537-134741275,./sample/images\1623370537-134741275.png,./sample/labels\1623370537-134741275.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370542-629760993,./sample/images\1623370542-629760993.png,./sample/labels\1623370542-629760993.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370549-798036254,./sample/images\1623370549-798036254.png,./sample/labels\1623370549-798036254.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'grass')"
1623370555-358916479,./sample/images\1623370555-358916479.png,./sample/labels\1623370555-358916479.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370563-532882631,./sample/images\1623370563-532882631.png,./sample/labels\1623370563-532882631.png,"('dirt', 'tree-trunk', 'tree-foliage', 'rock', 'other-object', 'sky')"
1623370575-057401829,./sample/images\1623370575-057401829.png,./sample/labels\1623370575-057401829.png,"('dirt', 'tree-trunk', 'tree-foliage', 'rock', 'log', 'other-object', 'grass')"
1623370577-402127179,./sample/images\1623370577-402127179.png,./sample/labels\1623370577-402127179.png,"('dirt', 'water', 'tree-trunk', 'tree-foliage', 'rock', 'log', 'sky', 'grass')"
1623370583-030297326,./sample/images\1623370583-030297326.png,./sample/labels\1623370583-030297326.png,"('dirt', 'tree-trunk', 'tree-foliage', 'rock', 'log', 'other-object', 'sky', 'grass')"
1623370589-529253608,./sample/images\1623370589-529253608.png,./sample/labels\1623370589-529253608.png,"('dirt', 'tree-trunk', 'tree-foliage', 'rock', 'sky', 'grass')"
1623370593-549166053,./sample/images\1623370593-549166053.png,./sample/labels\1623370593-549166053.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370597-971377638,./sample/images\1623370597-971377638.png,./sample/labels\1623370597-971377638.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370602-996388272,./sample/images\1623370602-996388272.png,./sample/labels\1623370602-996388272.png,"('dirt', 'tree-trunk', 'tree-foliage', 'rock', 'sky', 'grass')"
1623370610-433238873,./sample/images\1623370610-433238873.png,./sample/labels\1623370610-433238873.png,"('dirt', 'tree-trunk', 'tree-foliage', 'rock', 'sky', 'grass')"
1623370612-109114162,./sample/images\1623370612-109114162.png,./sample/labels\1623370612-109114162.png,"('dirt', 'tree-trunk', 'tree-foliage', 'rock', 'log', 'sky', 'grass')"
1623370621-421368902,./sample/images\1623370621-421368902.png,./sample/labels\1623370621-421368902.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370622-292488909,./sample/images\1623370622-292488909.png,./sample/labels\1623370622-292488909.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370624-172210862,./sample/images\1623370624-172210862.png,./sample/labels\1623370624-172210862.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370629-059417780,./sample/images\1623370629-059417780.png,./sample/labels\1623370629-059417780.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370636-965512851,./sample/images\1623370636-965512851.png,./sample/labels\1623370636-965512851.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370640-449779203,./sample/images\1623370640-449779203.png,./sample/labels\1623370640-449779203.png,"('dirt', 'other-terrain', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370646-077600085,./sample/images\1623370646-077600085.png,./sample/labels\1623370646-077600085.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370652-309476749,./sample/images\1623370652-309476749.png,./sample/labels\1623370652-309476749.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370654-385767694,./sample/images\1623370654-385767694.png,./sample/labels\1623370654-385767694.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370657-869689326,./sample/images\1623370657-869689326.png,./sample/labels\1623370657-869689326.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370663-097872542,./sample/images\1623370663-097872542.png,./sample/labels\1623370663-097872542.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370671-202967125,./sample/images\1623370671-202967125.png,./sample/labels\1623370671-202967125.png,"('tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370687-282926199,./sample/images\1623370687-282926199.png,./sample/labels\1623370687-282926199.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky')"
1623370690-699841058,./sample/images\1623370690-699841058.png,./sample/labels\1623370690-699841058.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370701-017993419,./sample/images\1623370701-017993419.png,./sample/labels\1623370701-017993419.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370702-090020680,./sample/images\1623370702-090020680.png,./sample/labels\1623370702-090020680.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370709-661093828,./sample/images\1623370709-661093828.png,./sample/labels\1623370709-661093828.png,"('tree-trunk', 'tree-foliage', 'other-object', 'grass')"
1623370710-465433633,./sample/images\1623370710-465433633.png,./sample/labels\1623370710-465433633.png,"('tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370713-948994735,./sample/images\1623370713-948994735.png,./sample/labels\1623370713-948994735.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'other-object', 'sky', 'grass')"
1623370715-691091989,./sample/images\1623370715-691091989.png,./sample/labels\1623370715-691091989.png,"('tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370720-381062810,./sample/images\1623370720-381062810.png,./sample/labels\1623370720-381062810.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky')"
1623370727-684502808,./sample/images\1623370727-684502808.png,./sample/labels\1623370727-684502808.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370732-776143140,./sample/images\1623370732-776143140.png,./sample/labels\1623370732-776143140.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370739-280614638,./sample/images\1623370739-280614638.png,./sample/labels\1623370739-280614638.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370743-965290445,./sample/images\1623370743-965290445.png,./sample/labels\1623370743-965290445.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370746-779743969,./sample/images\1623370746-779743969.png,./sample/labels\1623370746-779743969.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370755-423110279,./sample/images\1623370755-423110279.png,./sample/labels\1623370755-423110279.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370757-030401277,./sample/images\1623370757-030401277.png,./sample/labels\1623370757-030401277.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370763-730389748,./sample/images\1623370763-730389748.png,./sample/labels\1623370763-730389748.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'other-object', 'sky', 'grass')"
1623370766-209434865,./sample/images\1623370766-209434865.png,./sample/labels\1623370766-209434865.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370767-951451699,./sample/images\1623370767-951451699.png,./sample/labels\1623370767-951451699.png,"('tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370768-353419848,./sample/images\1623370768-353419848.png,./sample/labels\1623370768-353419848.png,"('tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370771-033460416,./sample/images\1623370771-033460416.png,./sample/labels\1623370771-033460416.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky')"
1623370773-110491494,./sample/images\1623370773-110491494.png,./sample/labels\1623370773-110491494.png,"('tree-trunk', 'tree-foliage', 'other-object', 'sky')"
1623370776-663114893,./sample/images\1623370776-663114893.png,./sample/labels\1623370776-663114893.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370777-733804360,./sample/images\1623370777-733804360.png,./sample/labels\1623370777-733804360.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'other-object', 'sky', 'grass')"
1623370779-944483780,./sample/images\1623370779-944483780.png,./sample/labels\1623370779-944483780.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370780-614514091,./sample/images\1623370780-614514091.png,./sample/labels\1623370780-614514091.png,"('tree-trunk', 'tree-foliage', 'sky')"
1623370784-433536242,./sample/images\1623370784-433536242.png,./sample/labels\1623370784-433536242.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370785-237513309,./sample/images\1623370785-237513309.png,./sample/labels\1623370785-237513309.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370790-131465937,./sample/images\1623370790-131465937.png,./sample/labels\1623370790-131465937.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370798-436627830,./sample/images\1623370798-436627830.png,./sample/labels\1623370798-436627830.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370804-801667180,./sample/images\1623370804-801667180.png,./sample/labels\1623370804-801667180.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370817-263795307,./sample/images\1623370817-263795307.png,./sample/labels\1623370817-263795307.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370820-751125939,./sample/images\1623370820-751125939.png,./sample/labels\1623370820-751125939.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370826-643818233,./sample/images\1623370826-643818233.png,./sample/labels\1623370826-643818233.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370831-199857818,./sample/images\1623370831-199857818.png,./sample/labels\1623370831-199857818.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370839-176589057,./sample/images\1623370839-176589057.png,./sample/labels\1623370839-176589057.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370843-594990598,./sample/images\1623370843-594990598.png,./sample/labels\1623370843-594990598.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370851-836491612,./sample/images\1623370851-836491612.png,./sample/labels\1623370851-836491612.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370854-448957572,./sample/images\1623370854-448957572.png,./sample/labels\1623370854-448957572.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370864-365231613,./sample/images\1623370864-365231613.png,./sample/labels\1623370864-365231613.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'other-object', 'sky', 'grass')"
1623370867-918355644,./sample/images\1623370867-918355644.png,./sample/labels\1623370867-918355644.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370874-750281364,./sample/images\1623370874-750281364.png,./sample/labels\1623370874-750281364.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370879-046564382,./sample/images\1623370879-046564382.png,./sample/labels\1623370879-046564382.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370884-532473985,./sample/images\1623370884-532473985.png,./sample/labels\1623370884-532473985.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370891-769912989,./sample/images\1623370891-769912989.png,./sample/labels\1623370891-769912989.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370896-529507864,./sample/images\1623370896-529507864.png,./sample/labels\1623370896-529507864.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370902-689996803,./sample/images\1623370902-689996803.png,./sample/labels\1623370902-689996803.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370906-642409523,./sample/images\1623370906-642409523.png,./sample/labels\1623370906-642409523.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370910-930475238,./sample/images\1623370910-930475238.png,./sample/labels\1623370910-930475238.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370912-069434836,./sample/images\1623370912-069434836.png,./sample/labels\1623370912-069434836.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370922-923423123,./sample/images\1623370922-923423123.png,./sample/labels\1623370922-923423123.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'other-object', 'sky', 'grass')"
1623370930-896540679,./sample/images\1623370930-896540679.png,./sample/labels\1623370930-896540679.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370935-318539998,./sample/images\1623370935-318539998.png,./sample/labels\1623370935-318539998.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370939-478628340,./sample/images\1623370939-478628340.png,./sample/labels\1623370939-478628340.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370944-163155211,./sample/images\1623370944-163155211.png,./sample/labels\1623370944-163155211.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370952-001657529,./sample/images\1623370952-001657529.png,./sample/labels\1623370952-001657529.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370956-625061408,./sample/images\1623370956-625061408.png,./sample/labels\1623370956-625061408.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'other-object', 'sky', 'grass')"
1623370960-443681939,./sample/images\1623370960-443681939.png,./sample/labels\1623370960-443681939.png,"('dirt', 'tree-trunk', 'tree-foliage', 'log', 'sky', 'grass')"
1623370968-015630490,./sample/images\1623370968-015630490.png,./sample/labels\1623370968-015630490.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370971-632799355,./sample/images\1623370971-632799355.png,./sample/labels\1623370971-632799355.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370975-453997517,./sample/images\1623370975-453997517.png,./sample/labels\1623370975-453997517.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370982-084904009,./sample/images\1623370982-084904009.png,./sample/labels\1623370982-084904009.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370984-831875505,./sample/images\1623370984-831875505.png,./sample/labels\1623370984-831875505.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623370989-186985594,./sample/images\1623370989-186985594.png,./sample/labels\1623370989-186985594.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623370995-284243788,./sample/images\1623370995-284243788.png,./sample/labels\1623370995-284243788.png,"('water', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371005-468036060,./sample/images\1623371005-468036060.png,./sample/labels\1623371005-468036060.png,"('tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623371011-034064188,./sample/images\1623371011-034064188.png,./sample/labels\1623371011-034064188.png,"('water', 'tree-trunk', 'tree-foliage', 'other-object', 'sky')"
1623371014-983860171,./sample/images\1623371014-983860171.png,./sample/labels\1623371014-983860171.png,"('dirt', 'water', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371015-921114618,./sample/images\1623371015-921114618.png,./sample/labels\1623371015-921114618.png,"('dirt', 'water', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623371019-471140225,./sample/images\1623371019-471140225.png,./sample/labels\1623371019-471140225.png,"('water', 'tree-trunk', 'tree-foliage', 'other-object', 'sky')"
1623371022-620160130,./sample/images\1623371022-620160130.png,./sample/labels\1623371022-620160130.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371024-765529406,./sample/images\1623371024-765529406.png,./sample/labels\1623371024-765529406.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371030-863524788,./sample/images\1623371030-863524788.png,./sample/labels\1623371030-863524788.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371034-881254757,./sample/images\1623371034-881254757.png,./sample/labels\1623371034-881254757.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623371040-241279858,./sample/images\1623371040-241279858.png,./sample/labels\1623371040-241279858.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371049-153697979,./sample/images\1623371049-153697979.png,./sample/labels\1623371049-153697979.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371052-503418664,./sample/images\1623371052-503418664.png,./sample/labels\1623371052-503418664.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371056-527369549,./sample/images\1623371056-527369549.png,./sample/labels\1623371056-527369549.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623371062-418319165,./sample/images\1623371062-418319165.png,./sample/labels\1623371062-418319165.png,"('dirt', 'tree-trunk', 'tree-foliage', 'other-object', 'sky', 'grass')"
1623371071-061528763,./sample/images\1623371071-061528763.png,./sample/labels\1623371071-061528763.png,"('dirt', 'tree-trunk', 'tree-foliage', 'grass')"
1623371071-865469829,./sample/images\1623371071-865469829.png,./sample/labels\1623371071-865469829.png,"('tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371072-200469319,./sample/images\1623371072-200469319.png,./sample/labels\1623371072-200469319.png,"('tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371073-541810773,./sample/images\1623371073-541810773.png,./sample/labels\1623371073-541810773.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371076-222644884,./sample/images\1623371076-222644884.png,./sample/labels\1623371076-222644884.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371077-763032124,./sample/images\1623371077-763032124.png,./sample/labels\1623371077-763032124.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371081-982462666,./sample/images\1623371081-982462666.png,./sample/labels\1623371081-982462666.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371091-496654120,./sample/images\1623371091-496654120.png,./sample/labels\1623371091-496654120.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371095-382653346,./sample/images\1623371095-382653346.png,./sample/labels\1623371095-382653346.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371096-856689974,./sample/images\1623371096-856689974.png,./sample/labels\1623371096-856689974.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371104-092876756,./sample/images\1623371104-092876756.png,./sample/labels\1623371104-092876756.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371105-834726702,./sample/images\1623371105-834726702.png,./sample/labels\1623371105-834726702.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371113-070742564,./sample/images\1623371113-070742564.png,./sample/labels\1623371113-070742564.png,"('dirt', 'tree-trunk', 'tree-foliage', 'sky', 'grass')"
1623371121-043948700,./sample/images\1623371121-043948700.png,./sample/labels\1623371121-043948700.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371122-852878990,./sample/images\1623371122-852878990.png,./sample/labels\1623371122-852878990.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371128-217362680,./sample/images\1623371128-217362680.png,./sample/labels\1623371128-217362680.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371134-577886222,./sample/images\1623371134-577886222.png,./sample/labels\1623371134-577886222.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371137-864873756,./sample/images\1623371137-864873756.png,./sample/labels\1623371137-864873756.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371140-808977952,./sample/images\1623371140-808977952.png,./sample/labels\1623371140-808977952.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371145-900897337,./sample/images\1623371145-900897337.png,./sample/labels\1623371145-900897337.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371148-514059555,./sample/images\1623371148-514059555.png,./sample/labels\1623371148-514059555.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371154-745027438,./sample/images\1623371154-745027438.png,./sample/labels\1623371154-745027438.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371155-884359822,./sample/images\1623371155-884359822.png,./sample/labels\1623371155-884359822.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371161-110198027,./sample/images\1623371161-110198027.png,./sample/labels\1623371161-110198027.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371162-118736386,./sample/images\1623371162-118736386.png,./sample/labels\1623371162-118736386.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'log', 'sky', 'grass')"
1623371167-677063653,./sample/images\1623371167-677063653.png,./sample/labels\1623371167-677063653.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371169-619151092,./sample/images\1623371169-619151092.png,./sample/labels\1623371169-619151092.png,"('tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371170-423222309,./sample/images\1623371170-423222309.png,./sample/labels\1623371170-423222309.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371171-830164481,./sample/images\1623371171-830164481.png,./sample/labels\1623371171-830164481.png,"('dirt', 'gravel', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371180-809039426,./sample/images\1623371180-809039426.png,./sample/labels\1623371180-809039426.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371184-627833534,./sample/images\1623371184-627833534.png,./sample/labels\1623371184-627833534.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'log', 'sky', 'grass')"
1623371187-777080266,./sample/images\1623371187-777080266.png,./sample/labels\1623371187-777080266.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371190-456230454,./sample/images\1623371190-456230454.png,./sample/labels\1623371190-456230454.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'log', 'sky', 'grass')"
1623371191-864026972,./sample/images\1623371191-864026972.png,./sample/labels\1623371191-864026972.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371195-347431682,./sample/images\1623371195-347431682.png,./sample/labels\1623371195-347431682.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371198-903239943,./sample/images\1623371198-903239943.png,./sample/labels\1623371198-903239943.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371205-062474420,./sample/images\1623371205-062474420.png,./sample/labels\1623371205-062474420.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371208-613929921,./sample/images\1623371208-613929921.png,./sample/labels\1623371208-613929921.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
1623371214-241460933,./sample/images\1623371214-241460933.png,./sample/labels\1623371214-241460933.png,"('dirt', 'tree-trunk', 'tree-foliage', 'pole', 'sky', 'grass')"
