id,im_path,label_path,labels
1623370655-993861741,./sample/images\1623370655-993861741.png,./sample/labels\1623370655-993861741.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370657-869689326,./sample/images\1623370657-869689326.png,./sample/labels\1623370657-869689326.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370663-097872542,./sample/images\1623370663-097872542.png,./sample/labels\1623370663-097872542.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370668-326351581,./sample/images\1623370668-326351581.png,./sample/labels\1623370668-326351581.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370670-130785008,./sample/images\1623370670-130785008.png,./sample/labels\1623370670-130785008.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370671-202967125,./sample/images\1623370671-202967125.png,./sample/labels\1623370671-202967125.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky']"
1623370687-282926199,./sample/images\1623370687-282926199.png,./sample/labels\1623370687-282926199.png,"['sky', 'tree-foliage', 'tree-trunk', 'dirt']"
1623370690-699841058,./sample/images\1623370690-699841058.png,./sample/labels\1623370690-699841058.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370698-271046980,./sample/images\1623370698-271046980.png,./sample/labels\1623370698-271046980.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370699-543842097,./sample/images\1623370699-543842097.png,./sample/labels\1623370699-543842097.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370701-017993419,./sample/images\1623370701-017993419.png,./sample/labels\1623370701-017993419.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370702-090020680,./sample/images\1623370702-090020680.png,./sample/labels\1623370702-090020680.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370703-764936242,./sample/images\1623370703-764936242.png,./sample/labels\1623370703-764936242.png,"['other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370705-439997283,./sample/images\1623370705-439997283.png,./sample/labels\1623370705-439997283.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370709-661093828,./sample/images\1623370709-661093828.png,./sample/labels\1623370709-661093828.png,"['tree-foliage', 'grass', 'tree-trunk', 'other-object']"
1623370710-465433633,./sample/images\1623370710-465433633.png,./sample/labels\1623370710-465433633.png,"['sky', 'grass', 'tree-trunk', 'tree-foliage']"
1623370711-336006189,./sample/images\1623370711-336006189.png,./sample/labels\1623370711-336006189.png,"['sky', 'grass', 'tree-trunk', 'tree-foliage']"
1623370713-948994735,./sample/images\1623370713-948994735.png,./sample/labels\1623370713-948994735.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370714-954086299,./sample/images\1623370714-954086299.png,./sample/labels\1623370714-954086299.png,"['sky', 'grass', 'tree-trunk', 'tree-foliage']"
1623370715-691091989,./sample/images\1623370715-691091989.png,./sample/labels\1623370715-691091989.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky']"
1623370718-572058469,./sample/images\1623370718-572058469.png,./sample/labels\1623370718-572058469.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370720-381062810,./sample/images\1623370720-381062810.png,./sample/labels\1623370720-381062810.png,"['other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370723-865114463,./sample/images\1623370723-865114463.png,./sample/labels\1623370723-865114463.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370727-684502808,./sample/images\1623370727-684502808.png,./sample/labels\1623370727-684502808.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370732-776143140,./sample/images\1623370732-776143140.png,./sample/labels\1623370732-776143140.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370733-647281515,./sample/images\1623370733-647281515.png,./sample/labels\1623370733-647281515.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370737-198244160,./sample/images\1623370737-198244160.png,./sample/labels\1623370737-198244160.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370739-280614638,./sample/images\1623370739-280614638.png,./sample/labels\1623370739-280614638.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370741-758452143,./sample/images\1623370741-758452143.png,./sample/labels\1623370741-758452143.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370743-965290445,./sample/images\1623370743-965290445.png,./sample/labels\1623370743-965290445.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370746-779743969,./sample/images\1623370746-779743969.png,./sample/labels\1623370746-779743969.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370749-794337925,./sample/images\1623370749-794337925.png,./sample/labels\1623370749-794337925.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370752-542313663,./sample/images\1623370752-542313663.png,./sample/labels\1623370752-542313663.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370755-423110279,./sample/images\1623370755-423110279.png,./sample/labels\1623370755-423110279.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370756-293379907,./sample/images\1623370756-293379907.png,./sample/labels\1623370756-293379907.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370757-030401277,./sample/images\1623370757-030401277.png,./sample/labels\1623370757-030401277.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370761-318350347,./sample/images\1623370761-318350347.png,./sample/labels\1623370761-318350347.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370763-730389748,./sample/images\1623370763-730389748.png,./sample/labels\1623370763-730389748.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370766-209434865,./sample/images\1623370766-209434865.png,./sample/labels\1623370766-209434865.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370767-147780438,./sample/images\1623370767-147780438.png,./sample/labels\1623370767-147780438.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370767-483200654,./sample/images\1623370767-483200654.png,./sample/labels\1623370767-483200654.png,"['sky', 'grass', 'tree-trunk', 'tree-foliage']"
1623370767-951451699,./sample/images\1623370767-951451699.png,./sample/labels\1623370767-951451699.png,"['sky', 'grass', 'tree-trunk', 'tree-foliage']"
1623370768-353419848,./sample/images\1623370768-353419848.png,./sample/labels\1623370768-353419848.png,"['sky', 'grass', 'tree-trunk', 'tree-foliage']"
1623370769-292156513,./sample/images\1623370769-292156513.png,./sample/labels\1623370769-292156513.png,"['sky', 'grass', 'tree-trunk', 'tree-foliage']"
1623370770-366381003,./sample/images\1623370770-366381003.png,./sample/labels\1623370770-366381003.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky']"
1623370771-033460416,./sample/images\1623370771-033460416.png,./sample/labels\1623370771-033460416.png,"['other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370772-239397632,./sample/images\1623370772-239397632.png,./sample/labels\1623370772-239397632.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370773-110491494,./sample/images\1623370773-110491494.png,./sample/labels\1623370773-110491494.png,"['sky', 'tree-foliage', 'tree-trunk', 'other-object']"
1623370774-584568156,./sample/images\1623370774-584568156.png,./sample/labels\1623370774-584568156.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370776-663114893,./sample/images\1623370776-663114893.png,./sample/labels\1623370776-663114893.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370777-733804360,./sample/images\1623370777-733804360.png,./sample/labels\1623370777-733804360.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370779-275115293,./sample/images\1623370779-275115293.png,./sample/labels\1623370779-275115293.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370779-944483780,./sample/images\1623370779-944483780.png,./sample/labels\1623370779-944483780.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370780-614514091,./sample/images\1623370780-614514091.png,./sample/labels\1623370780-614514091.png,"['sky', 'tree-foliage', 'tree-trunk']"
1623370781-284467886,./sample/images\1623370781-284467886.png,./sample/labels\1623370781-284467886.png,"['tree-foliage', 'grass', 'tree-trunk', 'dirt']"
1623370782-289445429,./sample/images\1623370782-289445429.png,./sample/labels\1623370782-289445429.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370784-433536242,./sample/images\1623370784-433536242.png,./sample/labels\1623370784-433536242.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370785-237513309,./sample/images\1623370785-237513309.png,./sample/labels\1623370785-237513309.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370787-917482706,./sample/images\1623370787-917482706.png,./sample/labels\1623370787-917482706.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370790-131465937,./sample/images\1623370790-131465937.png,./sample/labels\1623370790-131465937.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370792-675065449,./sample/images\1623370792-675065449.png,./sample/labels\1623370792-675065449.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370796-024618350,./sample/images\1623370796-024618350.png,./sample/labels\1623370796-024618350.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'dirt']"
1623370798-436627830,./sample/images\1623370798-436627830.png,./sample/labels\1623370798-436627830.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370804-801667180,./sample/images\1623370804-801667180.png,./sample/labels\1623370804-801667180.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370809-089804930,./sample/images\1623370809-089804930.png,./sample/labels\1623370809-089804930.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370813-645775968,./sample/images\1623370813-645775968.png,./sample/labels\1623370813-645775968.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370817-263795307,./sample/images\1623370817-263795307.png,./sample/labels\1623370817-263795307.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370820-751125939,./sample/images\1623370820-751125939.png,./sample/labels\1623370820-751125939.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370822-355870028,./sample/images\1623370822-355870028.png,./sample/labels\1623370822-355870028.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370826-643818233,./sample/images\1623370826-643818233.png,./sample/labels\1623370826-643818233.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370829-055814528,./sample/images\1623370829-055814528.png,./sample/labels\1623370829-055814528.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370831-199857818,./sample/images\1623370831-199857818.png,./sample/labels\1623370831-199857818.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370835-822913360,./sample/images\1623370835-822913360.png,./sample/labels\1623370835-822913360.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370839-176589057,./sample/images\1623370839-176589057.png,./sample/labels\1623370839-176589057.png,"['grass', 'tree-foliage', 'tree-trunk', 'log', 'sky', 'dirt']"
1623370841-655395218,./sample/images\1623370841-655395218.png,./sample/labels\1623370841-655395218.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370843-594990598,./sample/images\1623370843-594990598.png,./sample/labels\1623370843-594990598.png,"['grass', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
1623370846-679143901,./sample/images\1623370846-679143901.png,./sample/labels\1623370846-679143901.png,"['grass', 'other-object', 'tree-foliage', 'tree-trunk', 'sky', 'dirt']"
